title,runtime,vote_average,vote_count,year,genre
Lenny Bruce: Swear to Tell the Truth,100.0,9.5,1.0,1998,documentary
Verboten!,93.0,4.9,5.0,1959,thriller
Verboten!,93.0,4.9,5.0,1959,war
Verboten!,93.0,4.9,5.0,1959,drama
The Solitude of Prime Numbers,118.0,5.5,70.0,2010,drama
Wadjda,98.0,7.2,125.0,2012,drama
The Unintentional Kidnapping of Mrs. Elfriede Ott,113.0,6.6,9.0,2010,comedy
The Legend of Sleepy Hollow,34.0,7.1,24.0,1949,family
The Legend of Sleepy Hollow,34.0,7.1,24.0,1949,animation
G.I. Joe: Retaliation,110.0,5.4,3045.0,2013,adventure
G.I. Joe: Retaliation,110.0,5.4,3045.0,2013,action
G.I. Joe: Retaliation,110.0,5.4,3045.0,2013,science fiction
G.I. Joe: Retaliation,110.0,5.4,3045.0,2013,thriller
With Every Heartbeat,107.0,6.8,48.0,2011,drama
With Every Heartbeat,107.0,6.8,48.0,2011,romance
My Name Is Juani,100.0,3.5,12.0,2006,comedy
My Name Is Juani,100.0,3.5,12.0,2006,drama
Stoker,99.0,6.5,895.0,2013,drama
Stoker,99.0,6.5,895.0,2013,horror
Stoker,99.0,6.5,895.0,2013,thriller
Phantom,99.0,5.5,120.0,2013,thriller
The Tale of Sweeney Todd,92.0,5.5,4.0,1998,drama
The Tale of Sweeney Todd,92.0,5.5,4.0,1998,horror
The Tale of Sweeney Todd,92.0,5.5,4.0,1998,mystery
The Tale of Sweeney Todd,92.0,5.5,4.0,1998,thriller
Le Grand Amour,87.0,6.0,3.0,1969,comedy
Le Grand Amour,87.0,6.0,3.0,1969,romance
Sound City,106.0,7.4,90.0,2013,documentary
Sound City,106.0,7.4,90.0,2013,music
Oz: The Great and Powerful,130.0,5.7,3576.0,2013,fantasy
Oz: The Great and Powerful,130.0,5.7,3576.0,2013,adventure
Oz: The Great and Powerful,130.0,5.7,3576.0,2013,family
The Net 2.0,95.0,4.9,25.0,2006,action
The Net 2.0,95.0,4.9,25.0,2006,drama
The Net 2.0,95.0,4.9,25.0,2006,thriller
Satan's Blood,82.0,6.3,8.0,1978,horror
Satan's Blood,82.0,6.3,8.0,1978,thriller
Tripping the Rift: The Movie,75.0,5.1,12.0,2008,animation
Tripping the Rift: The Movie,75.0,5.1,12.0,2008,comedy
Tripping the Rift: The Movie,75.0,5.1,12.0,2008,science fiction
Fog City Mavericks,0.0,0.0,0.0,2007,documentary
Dead Man Down,118.0,5.9,646.0,2013,thriller
Dead Man Down,118.0,5.9,646.0,2013,action
Dead Man Down,118.0,5.9,646.0,2013,crime
Dead Man Down,118.0,5.9,646.0,2013,drama
The Croods,98.0,6.8,2447.0,2013,adventure
The Croods,98.0,6.8,2447.0,2013,animation
The Croods,98.0,6.8,2447.0,2013,comedy
The Croods,98.0,6.8,2447.0,2013,family
The Croods,98.0,6.8,2447.0,2013,fantasy
Land of Milk and Honey,80.0,6.0,2.0,1971,documentary
The Thick-Walled Room,110.0,7.0,2.0,1956,drama
I Will Buy You,111.0,8.3,3.0,1956,drama
This Movie Is Broken,85.0,3.9,5.0,2010,drama
This Movie Is Broken,85.0,3.9,5.0,2010,music
This Movie Is Broken,85.0,3.9,5.0,2010,romance
Life 2.0,100.0,6.5,8.0,2010,documentary
Sons of Perdition,85.0,6.6,5.0,2010,documentary
Last Call at the Oasis,105.0,7.0,2.0,2011,documentary
The Child,100.0,4.6,9.0,2012,thriller
And Now The Screaming Starts,91.0,6.4,12.0,1973,horror
And Now The Screaming Starts,91.0,6.4,12.0,1973,thriller
Wieners,89.0,5.1,16.0,2008,comedy
The Borrowers,90.0,6.2,17.0,2011,adventure
The Borrowers,90.0,6.2,17.0,2011,family
The Borrowers,90.0,6.2,17.0,2011,comedy
The Borrowers,90.0,6.2,17.0,2011,fantasy
First Person Plural,60.0,0.0,0.0,2000,
First Target,93.0,1.3,3.0,2000,
Age of the Dragons,91.0,4.3,39.0,2011,adventure
Age of the Dragons,91.0,4.3,39.0,2011,action
Age of the Dragons,91.0,4.3,39.0,2011,fantasy
The Trial of the Incredible Hulk,100.0,4.9,15.0,1989,adventure
The Trial of the Incredible Hulk,100.0,4.9,15.0,1989,fantasy
The Trial of the Incredible Hulk,100.0,4.9,15.0,1989,drama
The Trial of the Incredible Hulk,100.0,4.9,15.0,1989,action
The Trial of the Incredible Hulk,100.0,4.9,15.0,1989,science fiction
Populaire,111.0,6.6,190.0,2012,comedy
Central Park,176.0,8.5,2.0,1990,documentary
The Inheritance,108.0,5.7,3.0,1962,drama
"Hello, Friend",11.0,6.0,1.0,2003,
The Hucksters,115.0,6.4,4.0,1947,comedy
The Hucksters,115.0,6.4,4.0,1947,drama
The Hucksters,115.0,6.4,4.0,1947,romance
Emperor,105.0,6.1,99.0,2012,drama
Emperor,105.0,6.1,99.0,2012,history
Emperor,105.0,6.1,99.0,2012,war
The Silence,120.0,6.5,37.0,2010,crime
The Silence,120.0,6.5,37.0,2010,drama
The Silence,120.0,6.5,37.0,2010,thriller
The Girl,95.0,5.9,14.0,2012,drama
The Girl,95.0,5.9,14.0,2012,thriller
The Girl,95.0,5.9,14.0,2012,romance
Genghis Khan,127.0,6.2,9.0,1965,drama
Genghis Khan,127.0,6.2,9.0,1965,action
Genghis Khan,127.0,6.2,9.0,1965,history
Shadow Boxers,72.0,0.0,0.0,1999,documentary
Leviathan,87.0,6.8,26.0,2012,documentary
Burn,86.0,7.1,7.0,2012,foreign
Burn,86.0,7.1,7.0,2012,documentary
Elevator,84.0,5.1,51.0,2011,thriller
Paper Castles,94.0,5.6,10.0,2009,romance
Paper Castles,94.0,5.6,10.0,2009,drama
Accomplices,93.0,5.6,11.0,2010,drama
Accomplices,93.0,5.6,11.0,2010,thriller
The Glass Menagerie,107.0,6.7,3.0,1950,drama
The Great Gatsby,91.0,5.8,6.0,1949,drama
9500 Liberty,81.0,0.0,0.0,2009,documentary
Wild Guitar,92.0,5.2,5.0,1962,drama
Wild Guitar,92.0,5.2,5.0,1962,music
The Sadist,92.0,6.4,15.0,1963,horror
Clip,100.0,5.2,35.0,2012,drama
Herman's House,80.0,4.6,4.0,2012,documentary
Westward the Women,118.0,6.6,10.0,1951,drama
Westward the Women,118.0,6.6,10.0,1951,western
A Thousand Cuts,0.0,4.3,6.0,2012,
Pablo's Hippos,90.0,8.0,1.0,2010,documentary
Radio Rebel,90.0,5.9,196.0,2012,comedy
Radio Rebel,90.0,5.9,196.0,2012,drama
Radio Rebel,90.0,5.9,196.0,2012,family
Radio Rebel,90.0,5.9,196.0,2012,tv movie
StarStruck,90.0,6.3,231.0,2010,comedy
StarStruck,90.0,6.3,231.0,2010,romance
StarStruck,90.0,6.3,231.0,2010,tv movie
Geek Charming,97.0,6.0,188.0,2011,comedy
Geek Charming,97.0,6.0,188.0,2011,drama
Geek Charming,97.0,6.0,188.0,2011,family
Geek Charming,97.0,6.0,188.0,2011,tv movie
Elevator,85.0,3.0,1.0,2008,
In Their Skin,96.0,5.2,46.0,2012,horror
In Their Skin,96.0,5.2,46.0,2012,thriller
I Give It a Year,97.0,5.4,348.0,2013,comedy
I Give It a Year,97.0,5.4,348.0,2013,romance
The Incredible Burt Wonderstone,100.0,5.3,732.0,2013,comedy
Spring Breakers,94.0,5.0,1580.0,2013,drama
Spring Breakers,94.0,5.0,1580.0,2013,crime
The Red Spectacles,116.0,4.8,6.0,1987,action
The Red Spectacles,116.0,4.8,6.0,1987,foreign
The Red Spectacles,116.0,4.8,6.0,1987,science fiction
Stray Dog: Kerberos Panzer Cops,99.0,6.3,6.0,1991,foreign
Stray Dog: Kerberos Panzer Cops,99.0,6.3,6.0,1991,science fiction
Abendland,90.0,5.5,2.0,2011,documentary
Shanghai Calling,98.0,5.7,7.0,2012,
I'm So Excited!,90.0,5.8,219.0,2013,comedy
The Finger,93.0,0.0,0.0,2011,
The Frozen,0.0,4.2,14.0,2012,horror
The Frozen,0.0,4.2,14.0,2012,thriller
Amber Lake,81.0,5.7,3.0,2011,
Unspeakable Acts,100.0,3.5,4.0,1990,drama
Dry Movie,100.0,7.3,3.0,2005,drama
Operation: Daybreak,118.0,6.9,14.0,1975,action
Operation: Daybreak,118.0,6.9,14.0,1975,war
The Crossing,89.0,6.5,7.0,2000,drama
The Crossing,89.0,6.5,7.0,2000,history
The Crossing,89.0,6.5,7.0,2000,war
Shining Night: A Portrait of Composer Morten Lauridsen,74.0,0.0,0.0,2012,documentary
Stolen Seas,90.0,8.2,6.0,2013,
The Snow Creature,71.0,3.4,5.0,1954,horror
The Snow Creature,71.0,3.4,5.0,1954,science fiction
Snowbeast,86.0,3.7,9.0,1977,horror
The Atomic States Of America,95.0,4.0,1.0,2012,documentary
Miss Blue Jeans,86.0,5.9,6.0,2012,comedy
Miss Blue Jeans,86.0,5.9,6.0,2012,drama
Miss Blue Jeans,86.0,5.9,6.0,2012,music
I Am Comic,87.0,5.9,6.0,2010,documentary
I Am Comic,87.0,5.9,6.0,2010,comedy
Outlaw of Gor,89.0,2.2,6.0,1988,science fiction
Outlaw of Gor,89.0,2.2,6.0,1988,action
Outlaw of Gor,89.0,2.2,6.0,1988,fantasy
The Call,94.0,6.6,1275.0,2013,crime
The Call,94.0,6.6,1275.0,2013,thriller
Olympus Has Fallen,120.0,6.2,3010.0,2013,action
Olympus Has Fallen,120.0,6.2,3010.0,2013,thriller
The Wayward Bus,87.0,0.0,0.0,1957,
Where Are My Children?,62.0,6.5,4.0,2016,drama
InAPPropriate Comedy,84.0,3.6,31.0,2013,comedy
Gregory Crewdson: Brief Encounters,78.0,7.5,8.0,2012,documentary
Blood Games,90.0,4.8,4.0,1990,action
Blood Games,90.0,4.8,4.0,1990,thriller
The Wandering Soul Murders,90.0,5.5,4.0,2001,tv movie
The Wandering Soul Murders,90.0,5.5,4.0,2001,crime
The Wandering Soul Murders,90.0,5.5,4.0,2001,drama
The Wandering Soul Murders,90.0,5.5,4.0,2001,mystery
The Searchers of Happiness,84.0,0.0,0.0,1936,
Abraham Lincoln,96.0,5.0,7.0,1930,history
Abraham Lincoln,96.0,5.0,7.0,1930,drama
Riders of the Purple Sage,0.0,0.0,0.0,1996,tv movie
Riders of the Purple Sage,0.0,0.0,0.0,1996,drama
Riders of the Purple Sage,0.0,0.0,0.0,1996,western
Riders of the Purple Sage,0.0,0.0,0.0,1996,romance
Steep,92.0,4.5,2.0,2007,documentary
Laffghanistan: Comedy Down Range,90.0,0.0,0.0,0,documentary
Los Marziano,0.0,6.0,2.0,2011,drama
Los Marziano,0.0,6.0,2.0,2011,comedy
Los Marziano,0.0,6.0,2.0,2011,family
My Brother the Devil,111.0,6.6,21.0,2012,drama
The First Time,95.0,7.1,725.0,2012,drama
The First Time,95.0,7.1,725.0,2012,comedy
The First Time,95.0,7.1,725.0,2012,romance
Mezzo Forte,49.0,6.0,7.0,2000,animation
Mezzo Forte,49.0,6.0,7.0,2000,action
Mezzo Forte,49.0,6.0,7.0,2000,thriller
Company,145.0,7.0,4.0,2011,music
Kill for Me,95.0,5.7,39.0,2013,drama
Kill for Me,95.0,5.7,39.0,2013,thriller
The Christine Jorgensen Story,98.0,0.0,0.0,1970,
Moving Out,91.0,0.0,0.0,1983,
The Baby Dance,95.0,5.5,2.0,1998,
The Inspectors,105.0,6.5,2.0,1998,mystery
The Inspectors,105.0,6.5,2.0,1998,crime
El Big Bang de Tunguska,,7.0,1.0,2008,documentary
The Big Circus,109.0,7.0,1.0,1959,drama
My Last Five Girlfriends,87.0,5.6,11.0,2009,romance
My Last Five Girlfriends,87.0,5.6,11.0,2009,comedy
The Kiss,89.0,6.5,2.0,2029,drama
The Kiss,89.0,6.5,2.0,2029,romance
Trailer Park of Terror,98.0,4.8,24.0,2008,horror
The Task,90.0,4.9,30.0,2011,horror
2:22,104.0,5.2,13.0,2008,thriller
The Cottage,88.0,4.3,10.0,2012,thriller
Miguel and William,0.0,5.0,3.0,2007,
The Brussels Business,85.0,6.2,3.0,2012,
Big Girls Don't Cry... They Get Even,96.0,4.6,5.0,1992,comedy
Big Girls Don't Cry... They Get Even,96.0,4.6,5.0,1992,drama
Big Girls Don't Cry... They Get Even,96.0,4.6,5.0,1992,family
Curse of the Blair Witch,44.0,6.4,12.0,1999,documentary
Curse of the Blair Witch,44.0,6.4,12.0,1999,horror
Curse of the Blair Witch,44.0,6.4,12.0,1999,thriller
The Substitute,86.0,0.0,1.0,1993,drama
The Substitute,86.0,0.0,1.0,1993,thriller
Upperworld,73.0,7.0,1.0,1934,crime
Upperworld,73.0,7.0,1.0,1934,drama
Storage,95.0,6.6,7.0,2009,crime
Storage,95.0,6.6,7.0,2009,thriller
Assassin's Bullet,91.0,3.3,25.0,2012,action
Assassin's Bullet,91.0,3.3,25.0,2012,thriller
In the House,105.0,7.3,259.0,2012,comedy
In the House,105.0,7.3,259.0,2012,drama
In the House,105.0,7.3,259.0,2012,mystery
In the House,105.0,7.3,259.0,2012,thriller
30 Beats,89.0,3.3,5.0,2012,comedy
30 Beats,89.0,3.3,5.0,2012,romance
The King Is Dead!,102.0,5.6,7.0,2012,drama
Nazty Nuisance,43.0,1.0,1.0,1943,action
Nazty Nuisance,43.0,1.0,1.0,1943,adventure
Nazty Nuisance,43.0,1.0,1.0,1943,war
An Ungentlemanly Act,130.0,4.3,4.0,1992,history
An Ungentlemanly Act,130.0,4.3,4.0,1992,war
An Ungentlemanly Act,130.0,4.3,4.0,1992,drama
The Place Beyond the Pines,140.0,6.8,1689.0,2013,drama
The Place Beyond the Pines,140.0,6.8,1689.0,2013,crime
Into the White,100.0,6.9,96.0,2012,action
Into the White,100.0,6.9,96.0,2012,drama
The Brass Teapot,100.0,5.8,165.0,2012,comedy
The Brass Teapot,100.0,5.8,165.0,2012,fantasy
The Brass Teapot,100.0,5.8,165.0,2012,thriller
Phil Spector,92.0,5.9,37.0,2013,tv movie
Phil Spector,92.0,5.9,37.0,2013,drama
For the Love of a Dog,90.0,3.8,2.0,2008,drama
For the Love of a Dog,90.0,3.8,2.0,2008,family
Alabama Moon,99.0,6.3,18.0,2009,action
Alabama Moon,99.0,6.3,18.0,2009,adventure
Alabama Moon,99.0,6.3,18.0,2009,drama
Alabama Moon,99.0,6.3,18.0,2009,family
Smitty,0.0,4.3,3.0,2012,family
Smitty,0.0,4.3,3.0,2012,drama
The Host,125.0,6.0,1859.0,2013,action
The Host,125.0,6.0,1859.0,2013,adventure
The Host,125.0,6.0,1859.0,2013,romance
The Host,125.0,6.0,1859.0,2013,science fiction
The Host,125.0,6.0,1859.0,2013,thriller
Ocean Heaven,96.0,7.1,21.0,2010,drama
Angel Dog,90.0,3.0,2.0,2011,drama
Angel Dog,90.0,3.0,2.0,2011,family
The Best and the Brightest,93.0,4.4,9.0,2010,comedy
Two Little Boys,106.0,6.3,9.0,2012,comedy
A Beautiful Life,81.0,0.0,0.0,2008,drama
A Beautiful Life,81.0,0.0,0.0,2008,romance
A Bird of the Air,99.0,5.5,7.0,2011,drama
A Bird of the Air,99.0,5.5,7.0,2011,romance
A Breed Apart,95.0,5.0,6.0,1984,drama
A Breed Apart,95.0,5.0,6.0,1984,action
A Bag of Hammers,85.0,6.0,25.0,2011,comedy
A Bag of Hammers,85.0,6.0,25.0,2011,drama
The Good Doctor,93.0,5.0,52.0,2011,drama
The Good Doctor,93.0,5.0,52.0,2011,thriller
The Whale,89.0,5.0,8.0,2011,documentary
Admission,107.0,5.5,307.0,2013,comedy
Admission,107.0,5.5,307.0,2013,drama
Admission,107.0,5.5,307.0,2013,romance
Riverworld,178.0,4.3,14.0,2010,drama
Riverworld,178.0,4.3,14.0,2010,science fiction
Riverworld,178.0,4.3,14.0,2010,thriller
Confidential Agent,118.0,4.3,8.0,1945,drama
Kuningas Litmanen,0.0,7.0,1.0,2012,
18 Fingers of Death!,87.0,5.0,3.0,2006,action
18 Fingers of Death!,87.0,5.0,3.0,2006,adventure
18 Fingers of Death!,87.0,5.0,3.0,2006,comedy
A Get2Gether,98.0,6.0,1.0,2005,
A Man Called Gannon,105.0,0.0,0.0,1968,western
Don : The Chase Begins Again,178.0,7.3,68.0,2006,action
Don : The Chase Begins Again,178.0,7.3,68.0,2006,drama
Don : The Chase Begins Again,178.0,7.3,68.0,2006,thriller
A Bunch of Amateurs,96.0,6.2,6.0,2008,comedy
Night Across the Street,107.0,7.5,4.0,2012,
The Flat,97.0,6.4,8.0,2011,documentary
The Flat,97.0,6.4,8.0,2011,foreign
Patience (After Sebald),90.0,5.0,1.0,2012,documentary
Magadheera,166.0,7.2,23.0,2009,action
Three Way,88.0,4.4,8.0,2004,crime
Three Way,88.0,4.4,8.0,2004,drama
Three Way,88.0,4.4,8.0,2004,thriller
Hey Ram,199.0,6.7,10.0,2000,drama
Hey Ram,199.0,6.7,10.0,2000,foreign
A Night in Heaven,86.0,5.5,4.0,1983,comedy
A Night in Heaven,86.0,5.5,4.0,1983,drama
A Night in Heaven,86.0,5.5,4.0,1983,romance
'Twas the Night Before Christmas,25.0,5.9,11.0,1974,animation
'Twas the Night Before Christmas,25.0,5.9,11.0,1974,family
Dr. Dolittle 3,95.0,4.5,82.0,2006,comedy
Dr. Dolittle 3,95.0,4.5,82.0,2006,family
Dr. Dolittle 3,95.0,4.5,82.0,2006,fantasy
The Ghost Galleon,89.0,4.8,12.0,1974,horror
Marvin Gaye What's going on Life and Death of Marvin Gaye,60.0,0.0,0.0,2005,music
Marvin Gaye What's going on Life and Death of Marvin Gaye,60.0,0.0,0.0,2005,documentary
Copper Mountain,60.0,2.9,8.0,1983,comedy
Copper Mountain,60.0,2.9,8.0,1983,romance
One Life,85.0,7.2,24.0,2011,family
One Life,85.0,7.2,24.0,2011,documentary
Blue Caprice,93.0,5.8,42.0,2013,crime
Blue Caprice,93.0,5.8,42.0,2013,drama
Blue Caprice,93.0,5.8,42.0,2013,mystery
Bad 25,131.0,6.9,8.0,2012,documentary
Solemn Promise,106.0,3.5,3.0,2009,drama
Solemn Promise,106.0,3.5,3.0,2009,foreign
Solemn Promise,106.0,3.5,3.0,2009,romance
Huddersfield,95.0,6.7,5.0,2007,comedy
Huddersfield,95.0,6.7,5.0,2007,drama
Underground: The Julian Assange Story,89.0,5.8,18.0,2012,drama
Lush Life,101.0,3.8,2.0,1993,drama
009 Re: Cyborg,103.0,5.7,11.0,2012,action
009 Re: Cyborg,103.0,5.7,11.0,2012,animation
009 Re: Cyborg,103.0,5.7,11.0,2012,science fiction
Ace Attorney,135.0,5.8,29.0,2012,crime
Ace Attorney,135.0,5.8,29.0,2012,drama
Ace Attorney,135.0,5.8,29.0,2012,mystery
Emmauksen tiellÃ¤,,7.0,2.0,2001,
Loaded,98.0,4.0,14.0,2008,action
Loaded,98.0,4.0,14.0,2008,crime
Loaded,98.0,4.0,14.0,2008,drama
Loaded,98.0,4.0,14.0,2008,thriller
The Elusive Summer of '68,91.0,6.6,7.0,1984,comedy
Koi... Mil Gaya,171.0,6.4,37.0,2003,drama
Koi... Mil Gaya,171.0,6.4,37.0,2003,action
Koi... Mil Gaya,171.0,6.4,37.0,2003,science fiction
Koi... Mil Gaya,171.0,6.4,37.0,2003,romance
Koi... Mil Gaya,171.0,6.4,37.0,2003,foreign
Dinosaurus!,85.0,5.0,10.0,1960,adventure
Dinosaurus!,85.0,5.0,10.0,1960,fantasy
Dinosaurus!,85.0,5.0,10.0,1960,science fiction
Miss Cast Away,90.0,2.7,5.0,2004,comedy
Business as Usual,89.0,0.0,0.0,1987,drama
Thank God He Met Lizzie,91.0,5.0,3.0,1997,comedy
Thank God He Met Lizzie,91.0,5.0,3.0,1997,romance
The Rough House,22.0,5.6,8.0,2017,comedy
Evil Dead,91.0,6.4,1754.0,2013,horror
Trance,101.0,6.5,975.0,2013,thriller
Trance,101.0,6.5,975.0,2013,crime
Trance,101.0,6.5,975.0,2013,drama
Trance,101.0,6.5,975.0,2013,mystery
The War of the Gargantuas,88.0,6.3,9.0,1966,action
The War of the Gargantuas,88.0,6.3,9.0,1966,horror
The War of the Gargantuas,88.0,6.3,9.0,1966,science fiction
The Machine That Kills Bad People,80.0,6.8,5.0,1952,drama
The Machine That Kills Bad People,80.0,6.8,5.0,1952,comedy
Chasing Beauty,90.0,6.5,4.0,2013,documentary
Killing Bono,114.0,6.3,26.0,2011,comedy
Killing Bono,114.0,6.3,26.0,2011,drama
Welcome to the Punch,99.0,5.7,284.0,2013,action
Welcome to the Punch,99.0,5.7,284.0,2013,adventure
Welcome to the Punch,99.0,5.7,284.0,2013,crime
My Awkward Sexual Adventure,98.0,5.6,60.0,2012,comedy
My Awkward Sexual Adventure,98.0,5.6,60.0,2012,romance
Fly Me to the Moon,104.0,5.6,196.0,2012,comedy
Fly Me to the Moon,104.0,5.6,196.0,2012,romance
A Family,102.0,6.0,5.0,2011,drama
Papadopoulos & Sons,109.0,5.7,15.0,2012,comedy
Papadopoulos & Sons,109.0,5.7,15.0,2012,drama
Better This World,89.0,6.8,6.0,2011,documentary
Americano,95.0,5.9,8.0,2005,comedy
Americano,95.0,5.9,8.0,2005,drama
Americano,95.0,5.9,8.0,2005,romance
Skylab,113.0,6.3,23.0,2011,comedy
Putzel,88.0,1.0,1.0,2012,comedy
The Mountain,105.0,6.8,7.0,1956,adventure
The Mountain,105.0,6.8,7.0,1956,drama
The Fighting Prince of Donegal,110.0,7.0,1.0,1966,action
The Fighting Prince of Donegal,110.0,7.0,1.0,1966,adventure
Poor White Trash,85.0,3.9,7.0,2000,crime
Poor White Trash,85.0,3.9,7.0,2000,comedy
Year of the Jellyfish,110.0,6.1,11.0,1984,thriller
Year of the Jellyfish,110.0,6.1,11.0,1984,drama
Year of the Jellyfish,110.0,6.1,11.0,1984,romance
Don't Make Waves,97.0,6.4,8.0,1967,comedy
The King of Texas,73.0,0.0,0.0,2008,
About Face: Supermodels Then and Now,75.0,5.0,1.0,2012,documentary
According to Spencer,94.0,4.0,2.0,2001,comedy
According to Spencer,94.0,4.0,2.0,2001,romance
National Geographic: Hitler's Stealth Fighter,0.0,0.0,0.0,2009,documentary
One Lucky Elephant,84.0,8.0,1.0,2011,documentary
Racing Dreams,93.0,6.8,9.0,2010,documentary
The Staircase,360.0,7.9,22.0,2004,drama
The Staircase,360.0,7.9,22.0,2004,documentary
Shepard & Dark,92.0,6.0,4.0,2012,documentary
Teenage Paparazzo,94.0,6.4,9.0,2010,documentary
50 Children: The Rescue Mission of Mr. and Mrs. Kraus,62.0,0.0,0.0,2013,documentary
Oblivion,124.0,6.4,4862.0,2013,action
Oblivion,124.0,6.4,4862.0,2013,science fiction
Oblivion,124.0,6.4,4862.0,2013,adventure
Oblivion,124.0,6.4,4862.0,2013,mystery
Nazis at the Center of the Earth,90.0,3.2,38.0,2012,adventure
Nazis at the Center of the Earth,90.0,3.2,38.0,2012,horror
Nazis at the Center of the Earth,90.0,3.2,38.0,2012,action
Nazis at the Center of the Earth,90.0,3.2,38.0,2012,thriller
Nazis at the Center of the Earth,90.0,3.2,38.0,2012,science fiction
The Fourth State,115.0,4.9,14.0,2012,thriller
God's Puzzle,134.0,6.2,3.0,2008,science fiction
Siberian Education,110.0,6.7,138.0,2013,drama
Siberian Education,110.0,6.7,138.0,2013,crime
Dark Tide,113.0,4.8,61.0,2012,thriller
Dark Tide,113.0,4.8,61.0,2012,adventure
Dark Tide,113.0,4.8,61.0,2012,drama
Bernice Bobs Her Hair,45.0,0.0,0.0,1976,
Bones Brigade: An Autobiography,90.0,7.9,20.0,2012,documentary
To the Wonder,112.0,5.9,164.0,2013,drama
To the Wonder,112.0,5.9,164.0,2013,romance
42,128.0,6.8,795.0,2013,drama
The Prodigal Son,97.0,5.0,1.0,1992,
Ladybug Ladybug,82.0,6.6,5.0,1963,drama
Happy,75.0,7.1,21.0,2011,drama
Happy,75.0,7.1,21.0,2011,comedy
Happy,75.0,7.1,21.0,2011,documentary
Happy,75.0,7.1,21.0,2011,romance
Happy,75.0,7.1,21.0,2011,family
Happy,75.0,7.1,21.0,2011,foreign
The Truth of Lie,98.0,5.0,1.0,2011,thriller
The Truth of Lie,98.0,5.0,1.0,2011,drama
The Castle of Cloads,89.0,0.0,0.0,1970,drama
The Castle of Cloads,89.0,0.0,0.0,1970,comedy
Bhutto,111.0,4.9,5.0,2010,documentary
Black Rose Ascension,0.0,0.0,0.0,1975,
E AÃ­... Comeu?,100.0,5.8,20.0,2012,comedy
Undefeatable,90.0,6.6,13.0,1993,action
Undefeatable,90.0,6.6,13.0,1993,thriller
The Burning Bed,100.0,6.0,9.0,1984,tv movie
The Burning Bed,100.0,6.0,9.0,1984,crime
The Burning Bed,100.0,6.0,9.0,1984,drama
A Lawless Street,78.0,4.6,10.0,1955,action
A Lawless Street,78.0,4.6,10.0,1955,western
Across the Wide Missouri,78.0,4.9,7.0,1951,adventure
Across the Wide Missouri,78.0,4.9,7.0,1951,western
Seeking Asian Female,80.0,5.0,1.0,2012,documentary
Love Is All You Need,116.0,6.2,86.0,2012,comedy
Love Is All You Need,116.0,6.2,86.0,2012,romance
Downeast,80.0,0.0,0.0,2012,documentary
U2: From the Sky Down,86.0,6.5,7.0,2011,music
U2: From the Sky Down,86.0,6.5,7.0,2011,documentary
Afghan Luke,100.0,4.8,7.0,2011,drama
Alex in Wonderland,110.0,6.7,3.0,1970,comedy
Alex in Wonderland,110.0,6.7,3.0,1970,drama
Carne de gallina,0.0,5.5,2.0,2001,
Wolf Children,117.0,8.0,483.0,2012,animation
Wolf Children,117.0,8.0,483.0,2012,drama
Wolf Children,117.0,8.0,483.0,2012,family
Wolf Children,117.0,8.0,483.0,2012,fantasy
Mugabe and the White African,90.0,6.0,4.0,2009,documentary
Mugabe and the White African,90.0,6.0,4.0,2009,foreign
Battle in Outer Space,90.0,5.4,7.0,1959,science fiction
Tesla: Master of Lightning,87.0,5.7,3.0,2000,documentary
Tesla: Master of Lightning,87.0,5.7,3.0,2000,history
Never Sleep Again: The Elm Street Legacy,240.0,8.2,37.0,2010,documentary
Disconnect,115.0,6.9,459.0,2012,drama
Disconnect,115.0,6.9,459.0,2012,thriller
iSteve,79.0,5.0,20.0,2013,comedy
All American Orgy,98.0,3.0,5.0,2010,comedy
The Colors of the Mountain,90.0,7.5,14.0,2011,drama
The Eternal Return,107.0,7.1,4.0,1943,romance
The Eternal Return,107.0,7.1,4.0,1943,drama
Konga,90.0,4.3,6.0,1961,horror
Konga,90.0,4.3,6.0,1961,romance
Konga,90.0,4.3,6.0,1961,science fiction
The H-Man,87.0,6.3,5.0,1958,horror
The H-Man,87.0,6.3,5.0,1958,science fiction
Scary Movie 5,86.0,4.6,813.0,2013,comedy
Last Cowboy Standing,123.0,8.0,3.0,2009,drama
Like Someone in Love,109.0,7.3,60.0,2012,drama
The Invincible Iron Man,83.0,5.5,43.0,2007,animation
The Invincible Iron Man,83.0,5.5,43.0,2007,action
The Invincible Iron Man,83.0,5.5,43.0,2007,science fiction
Thor: Tales of Asgard,77.0,6.2,53.0,2011,adventure
Thor: Tales of Asgard,77.0,6.2,53.0,2011,animation
Thor: Tales of Asgard,77.0,6.2,53.0,2011,action
Before Your Eyes,102.0,7.4,7.0,2009,drama
Before Your Eyes,102.0,7.4,7.0,2009,action
Before Your Eyes,102.0,7.4,7.0,2009,thriller
Before Your Eyes,102.0,7.4,7.0,2009,science fiction
Before Your Eyes,102.0,7.4,7.0,2009,foreign
"Yongary, Monster from the Deep",79.0,4.0,10.0,1967,horror
"Yongary, Monster from the Deep",79.0,4.0,10.0,1967,science fiction
"Yongary, Monster from the Deep",79.0,4.0,10.0,1967,foreign
To the Arctic,40.0,5.7,7.0,2012,documentary
Pain & Gain,130.0,6.1,1595.0,2013,thriller
Pain & Gain,130.0,6.1,1595.0,2013,crime
Pain & Gain,130.0,6.1,1595.0,2013,action
